ProgramAdministrator,ProgramName,FuelType,Sector,"NetFuelSavingAcquired,MWh",Success,Predicted
Niagara Mohawk Power Corporation,Residential Energy Star Products Program,Gas,Residential,2315.2998912,1,1
Niagara Mohawk Power Corporation,"Residential High Efficiency Heating, Water Heating & Controls Program",Gas,Residential,114425.3891742,1,1
Niagara Mohawk Power Corporation,Residential HVAC Program,Electric,Residential,1345.25,1,1
Niagara Mohawk Power Corporation,Residential HVAC Program,Gas,Residential,214424.0002311,1,1
Niagara Mohawk Power Corporation,Small Business Direct Install Program,Electric,Commercial,564445.37,1,1
"Orange and Rockland Utilities, Inc.",Commercial Existing Buildings Program,Electric,Commercial,25677.58,1,0
"Orange and Rockland Utilities, Inc.",Residential Efficient Products Program,Electric,Residential,8904.48,0,0
"Orange and Rockland Utilities, Inc.",Residential HVAC,Electric,Residential,51.19,0,0
"Orange and Rockland Utilities, Inc.",Residential HVAC Program,Electric,Residential,253.58,0,0
"Orange and Rockland Utilities, Inc.",Residential HVAC Program,Gas,Residential,20268.8061903,0,0
"Orange and Rockland Utilities, Inc.",Small Business Direct Install Program,Electric,Commercial,33023.26,1,0
Rochester Gas and Electric Corporation,Block Bidding Program,Electric,Commercial,11595.37,0,0
Rochester Gas and Electric Corporation,C&I Custom Rebate Program,Electric,Commercial,2459.03,0,0
Rochester Gas and Electric Corporation,C&I Custom Rebate Program,Gas,Commercial,145.36272,0,0
Rochester Gas and Electric Corporation,C&I Electric Program,Electric,Commercial,35277.45,0,0
Rochester Gas and Electric Corporation,C&I Gas Program,Gas,Commercial,16614.5515287,0,0
Rochester Gas and Electric Corporation,C&I Prescriptive Rebate Program,Electric,Commercial,871.54,0,0
Rochester Gas and Electric Corporation,C&I Prescriptive Rebate Program,Gas,Commercial,6992.445051,0,0
Rochester Gas and Electric Corporation,Energy Saver Program,Gas,Residential,2672.4203397,1,0
Rochester Gas and Electric Corporation,Multifamily Program,Electric,Multi-Family,16234.23,1,1
Rochester Gas and Electric Corporation,Refrigerator and Freezer Recycling Program,Electric,Residential,36567.46,1,0
Rochester Gas and Electric Corporation,Residential HVAC Program,Electric,Residential,12999.83,1,0
Rochester Gas and Electric Corporation,Residential HVAC Program,Gas,Residential,233794.4355048,1,0
Rochester Gas and Electric Corporation,Small Business Direct Install Program,Electric,Commercial,57556.81,0,0
"St. Lawrence Gas Company, Inc.",Residential Gas HVAC Program,Gas,Residential,6141.9588417,0,0
"St. Lawrence Gas Company, Inc.",Small Commercial HVAC Program,Gas,Commercial,1233.2883819,0,0
The Brooklyn Union Gas Company d/b/a National Grid NY,Commercial Energy Efficiency Program,Gas,Commercial,21946.6788315,1,0
The Brooklyn Union Gas Company d/b/a National Grid NY,Commercial & Industrial Gas Energy Efficiency Program,Gas,Commercial,88810.0542213,1,1
The Brooklyn Union Gas Company d/b/a National Grid NY,Enhanced Home Sealing Incentives Program,Gas,Residential,1170.9172245,0,0
The Brooklyn Union Gas Company d/b/a National Grid NY,Large Industrial Energy Efficiency Program,Gas,Commercial,46105.4177853,1,0
The Brooklyn Union Gas Company d/b/a National Grid NY,Multifamily Energy Efficiency Program,Gas,Multi-Family,41423.5600599,1,1
The Brooklyn Union Gas Company d/b/a National Grid NY,Residential Energy Star Products Program,Gas,Residential,466.3124691,0,0
The Brooklyn Union Gas Company d/b/a National Grid NY,"Residential High Efficiency Heating, Water Heating & Controls Program",Gas,Residential,15163.3714632,0,0
The Brooklyn Union Gas Company d/b/a National Grid NY,Residential HVAC Program,Gas,Residential,31544.7154701,0,0
Central Hudson Gas & Electric Corporation,Home Energy Reporting,Electric,Residential,59473.85,1,1
Central Hudson Gas & Electric Corporation,Home Energy Reporting,Gas,Residential,22436.4251778,1,1
Central Hudson Gas & Electric Corporation,Mid-Size Commercial Business Program,Electric,Commercial,26866.98,0,0
Central Hudson Gas & Electric Corporation,Residential Appliance Recycling Program,Electric,Residential,17605.68,1,0
Central Hudson Gas & Electric Corporation,Residential HVAC Program,Electric,Residential,125.68,1,0
Central Hudson Gas & Electric Corporation,Residential HVAC Program,Electric,Residential,6973.18,1,0
Central Hudson Gas & Electric Corporation,Residential HVAC Program,Gas,Residential,15598.8060771,1,0
Central Hudson Gas & Electric Corporation,Small and Mid-Size Commercial Buildings,Electric,Commercial,16.28,0,0
Central Hudson Gas & Electric Corporation,Small and Mid-Size Commercial Buildings,Gas,Commercial,2785.6215579,0,0
Central Hudson Gas & Electric Corporation,Small Business Direct Install Program,Electric,Commercial,75185.72,0,0
"Consolidated Edison Company of New York, Inc.",Appliance Bounty Program,Electric,Residential,17402.2,0,0
"Consolidated Edison Company of New York, Inc.",C&I Custom Efficiency Program,Electric,Commercial,100926.15,1,0
"Consolidated Edison Company of New York, Inc.",C&I Custom Gas Efficiency Program,Gas,Commercial,20526.9070779,1,0
"Consolidated Edison Company of New York, Inc.",C&I Equipment Rebate Program,Electric,Commercial,171547.68,1,0
"Consolidated Edison Company of New York, Inc.",C&I Gas Efficient Equipment Rebate Program,Gas,Commercial,72235.9023921,1,0
"Consolidated Edison Company of New York, Inc.",Multifamily Energy Efficiency Program,Electric,Multi-Family,51479.54,1,1
"Consolidated Edison Company of New York, Inc.",Multifamily Energy Efficiency Program,Gas,Multi-Family,177068.5594947,1,1
"Consolidated Edison Company of New York, Inc.",Multifamily Low-Income Program,Gas,Multi-Family,19941.1539303,1,1
"Consolidated Edison Company of New York, Inc.",Residential Direct Installation Program,Gas,Residential,6.3713418,0,0
"Consolidated Edison Company of New York, Inc.",Residential Direct Installation Program,Electric,Residential,2663.1,0,0
"Consolidated Edison Company of New York, Inc.",Residential Electric Program,Electric,Residential,29671.06,0,0
"Consolidated Edison Company of New York, Inc.",Residential HVAC Program,Electric,Residential,487.95,0,0
"Consolidated Edison Company of New York, Inc.",Residential HVAC Program,Electric,Residential,6443.58,0,0
"Consolidated Edison Company of New York, Inc.",Residential HVAC Program,Gas,Residential,43537.7670399,0,0
"Consolidated Edison Company of New York, Inc.",Residential Room Air Conditioning Program,Electric,Residential,3213.46,0,0
"Consolidated Edison Company of New York, Inc.",Small Business Direct Install Program,Electric,Commercial,427901.94,1,0
Corning Natural Gas Corporation,Residential HVAC Program,Gas,Residential,6406.099902,0,0
Corning Natural Gas Corporation,Small Commercial HVAC Program,Gas,Commercial,278.973333,0,0
KeySpan Gas East Corp. d/b/a National Grid,Commercial Energy Efficiency Program,Gas,Commercial,25570.436628900003,0,0
KeySpan Gas East Corp. d/b/a National Grid,Commercial & Industrial Gas Energy Efficiency Program,Gas,Commercial,83965.1938926,1,1
KeySpan Gas East Corp. d/b/a National Grid,Enhanced Home Sealing Incentives Program,Gas,Residential,1025.188167,1,1
KeySpan Gas East Corp. d/b/a National Grid,Large Industrial Energy Efficiency Program,Gas,Commercial,19960.851165,0,0
KeySpan Gas East Corp. d/b/a National Grid,Multifamily Energy Efficiency Program,Gas,Multi-Family,4279.1824761,1,1
KeySpan Gas East Corp. d/b/a National Grid,Residential Energy Star Products Program,Gas,Residential,699.3763866,1,1
KeySpan Gas East Corp. d/b/a National Grid,"Residential High Efficiency Heating, Water Heating & Controls Program",Gas,Residential,36322.5125907,1,0
KeySpan Gas East Corp. d/b/a National Grid,Residential HVAC Program,Gas,Residential,61804.565169,1,0
National Fuel Gas Distribution Corporation,Low-Income Usage Reduction Program (EmPower),Gas,Residential,33285.3431904,1,1
National Fuel Gas Distribution Corporation,Residential Rebate Program,Electric,Residential,5652.3,1,1
National Fuel Gas Distribution Corporation,Residential Rebate Program,Gas,Residential,259302.4833921,1,1
National Fuel Gas Distribution Corporation,Small Non-Residential Rebate (Existing Facilities),Gas,Commercial,25002.2823348,1,1
New York State Electric & Gas Corporation,Block Bidding Program,Electric,Commercial,6958.39,0,0
New York State Electric & Gas Corporation,C&I Custom Rebate Program,Electric,Commercial,8003.14,0,0
New York State Electric & Gas Corporation,C&I Custom Rebate Program,Gas,Commercial,833.0192373,0,0
New York State Electric & Gas Corporation,C&I Electric Program,Electric,Commercial,49372.06,0,0
New York State Electric & Gas Corporation,C&I Gas Program,Gas,Commercial,8096.4514638,0,0
New York State Electric & Gas Corporation,C&I Prescriptive Rebate Program,Electric,Commercial,2953.32,0,0
New York State Electric & Gas Corporation,C&I Prescriptive Rebate Program,Gas,Commercial,4579.0253238,0,0
New York State Electric & Gas Corporation,Energy Saver Program,Electric,Residential,4418.65,0,0
New York State Electric & Gas Corporation,Energy Saver Program,Gas,Residential,3388.0621113,0,0
New York State Electric & Gas Corporation,Multifamily Program,Electric,Multi-Family,12566.97,1,1
New York State Electric & Gas Corporation,Refrigerator and Freezer Recycling Program,Electric,Residential,47147.91,0,0
New York State Electric & Gas Corporation,Residential HVAC Program,Electric,Residential,4938.37,0,0
New York State Electric & Gas Corporation,Residential HVAC Program,Gas,Residential,135145.977423,0,0
New York State Electric & Gas Corporation,Small Business Direct Install Program,Electric,Commercial,118693.58,0,0
New York State Energy Research and Development Authority,Advanced Sub-Metering Program,Electric,Multi-Family,1219.71,0,0
New York State Energy Research and Development Authority,Agricultural Disaster Program,Gas,Commercial,1545.65118,0,0
New York State Energy Research and Development Authority,Agricultural Disaster Program,Electric,Commercial,1543.06,0,0
New York State Energy Research and Development Authority,Agricultural Energy Efficiency,Electric,Commercial,17895.78,0,0
New York State Energy Research and Development Authority,Agricultural Energy Efficiency,Gas,Commercial,4983.9835884,0,0
New York State Energy Research and Development Authority,Assisted Home Performance with Energy Star,Electric,Residential,522.88,0,0
New York State Energy Research and Development Authority,Assisted Home Performance with Energy Star,Electric,Residential,2022.41,0,0
New York State Energy Research and Development Authority,Assisted Home Performance with Energy Star,Gas,Residential,53262.659028,0,0
New York State Energy Research and Development Authority,New York Energy Star Homes,Electric,Residential,2826.65,0,0
New York State Energy Research and Development Authority,New York Energy Star Homes,Gas,Residential,11043.4461558,0,0
New York State Energy Research and Development Authority,CFL Expansion Program,Electric,Residential,991885.08,1,0
New York State Energy Research and Development Authority,EmPower New York Program,Electric,Residential,30.32,0,0
New York State Energy Research and Development Authority,EmPower New York Program,Gas,Residential,144651.8816457,0,0
New York State Energy Research and Development Authority,EmPower New York Program,Electric,Residential,50507.13,0,0
New York State Energy Research and Development Authority,Existing Facilities Program,Electric,Commercial,7.15,0,0
New York State Energy Research and Development Authority,Existing Facilities Program,Electric,Commercial,398304.93,0,0
New York State Energy Research and Development Authority,Existing Facilities Program,Gas,Commercial,65039.7619683,0,0
New York State Energy Research and Development Authority,FlexTech Expansion Program,Electric,Commercial,362086.68,0,0
New York State Energy Research and Development Authority,Flex Tech Program,Electric,Commercial,1601.84,0,0
New York State Energy Research and Development Authority,Flex Tech Program,Gas,Commercial,64547.465913,0,0
New York State Energy Research and Development Authority,Home Performance with Energy Star,Electric,Residential,720.68,0,0
New York State Energy Research and Development Authority,Home Performance with Energy Star,Electric,Residential,3346.94,0,0
New York State Energy Research and Development Authority,Home Performance with Energy Star,Gas,Residential,96349.7107842,0,0
New York State Energy Research and Development Authority,Industrial & Process Efficiency Program,Electric,Commercial,587368.35,1,0
New York State Energy Research and Development Authority,Industrial & Process Efficiency Program,Gas,Commercial,599076.7721382,1,0
New York State Energy Research and Development Authority,Low-Income Multifamily Performance Program,Electric,Multi-Family,627.62,1,1
New York State Energy Research and Development Authority,Low-Income Multifamily Performance Program,Electric,Multi-Family,24830.45,1,1
New York State Energy Research and Development Authority,Low-Income Multifamily Performance Program,Gas,Multi-Family,96362.500359,1,1
New York State Energy Research and Development Authority,Multifamily Performance Program,Gas,Multi-Family,5293.2779436,0,0
New York State Energy Research and Development Authority,Multifamily Performance Program,Electric,Multi-Family,9791.88,0,0
New York State Energy Research and Development Authority,Multifamily Performance Program,Gas,Multi-Family,48438.1553415,0,0
New York State Energy Research and Development Authority,New Construction Program,Gas,Commercial,73959.027972,1,0
New York State Energy Research and Development Authority,New Construction Program,Electric,Commercial,150507.74,1,0
New York State Energy Research and Development Authority,New Construction Program,Gas,Commercial,44357.2317897,1,0
New York State Energy Research and Development Authority,New York Energy Star Homes,Gas,Residential,106030.9353423,0,0
New York State Energy Research and Development Authority,New York Energy Star Homes,Electric,Residential,11354.98,0,0
Niagara Mohawk Power Corporation,Commercial High-Eff. Heating and Water Heating,Gas,Commercial,10255.1581926,1,1
Niagara Mohawk Power Corporation,Commercial & Industrial Gas Energy Efficiency Program,Gas,Commercial,108673.7878497,1,1
Niagara Mohawk Power Corporation,Energy Initiative - Commercial & Industrial Electric Program,Electric,Commercial,260455.41,1,1
Niagara Mohawk Power Corporation,Energy Initiative Program - Large Industrial,Electric,Commercial,43778.41,1,1
Niagara Mohawk Power Corporation,Energy Initiative Program - Large Industrial,Gas,Commercial,17747.047276200003,1,1
Niagara Mohawk Power Corporation,Energy Initiative Program - Mid-Size C&I,Electric,Commercial,108660.32,1,1
Niagara Mohawk Power Corporation,Energy Initiative Program - Mid-Size C&I,Gas,Commercial,17392.9806171,1,1
Niagara Mohawk Power Corporation,Energy Wise Program,Electric,Multi-Family,28405.45,1,1
Niagara Mohawk Power Corporation,Energy Wise Program,Gas,Multi-Family,33978.7438797,1,1
Niagara Mohawk Power Corporation,Enhanced Home Sealing Incentives Program,Electric,Residential,108.33,1,1
Niagara Mohawk Power Corporation,Enhanced Home Sealing Incentives Program,Gas,Residential,2349.5099523,1,1
Niagara Mohawk Power Corporation,Residential Building Practices and Demonstration,Electric,Residential,87099.64,1,1
Niagara Mohawk Power Corporation,Residential Building Practices and Demonstration,Gas,Residential,205391.2633848,1,1
Niagara Mohawk Power Corporation,Residential Energy Star Products and Recycling,Electric,Residential,50602.73,1,1
Niagara Mohawk Power Corporation,Residential Energy Star Products Program,Gas,Residential,2315.2998912,1,1
Niagara Mohawk Power Corporation,"Residential High Efficiency Heating, Water Heating & Controls Program",Gas,Residential,100687.1995368,1,1
Niagara Mohawk Power Corporation,Residential HVAC Program,Electric,Residential,1345.25,1,1
Niagara Mohawk Power Corporation,Residential HVAC Program,Gas,Residential,214424.0002311,1,1
Niagara Mohawk Power Corporation,Small Business Direct Install Program,Electric,Commercial,544135.6,1,1
"Orange and Rockland Utilities, Inc.",Commercial Existing Buildings Program,Electric,Commercial,22157.78,1,0
"Orange and Rockland Utilities, Inc.",Residential Efficient Products Program,Electric,Residential,8256.87,0,0
"Orange and Rockland Utilities, Inc.",Residential HVAC,Electric,Residential,51.19,0,0
"Orange and Rockland Utilities, Inc.",Residential HVAC Program,Electric,Residential,234.44,0,0
"Orange and Rockland Utilities, Inc.",Residential HVAC Program,Gas,Residential,19414.4631798,0,0
"Orange and Rockland Utilities, Inc.",Small Business Direct Install Program,Electric,Commercial,31602.26,1,0
Rochester Gas and Electric Corporation,Block Bidding Program,Electric,Commercial,11595.37,0,0
Rochester Gas and Electric Corporation,C&I Custom Rebate Program,Electric,Commercial,2459.03,0,0
Rochester Gas and Electric Corporation,C&I Custom Rebate Program,Gas,Commercial,145.36272,0,0
Rochester Gas and Electric Corporation,C&I Electric Program,Electric,Commercial,30744.36,0,0
Rochester Gas and Electric Corporation,C&I Gas Program,Gas,Commercial,14510.3177208,0,0
Rochester Gas and Electric Corporation,C&I Prescriptive Rebate Program,Electric,Commercial,871.54,0,0
Rochester Gas and Electric Corporation,C&I Prescriptive Rebate Program,Gas,Commercial,6992.445051,0,0
Rochester Gas and Electric Corporation,Energy Saver Program,Gas,Residential,2672.4203397,1,0
Rochester Gas and Electric Corporation,Multifamily Program,Electric,Multi-Family,15426.37,1,1
Rochester Gas and Electric Corporation,Refrigerator and Freezer Recycling Program,Electric,Residential,34211.26,1,0
Rochester Gas and Electric Corporation,Residential HVAC Program,Electric,Residential,12675.92,1,0
Rochester Gas and Electric Corporation,Residential HVAC Program,Gas,Residential,226943.7191058,1,0
Rochester Gas and Electric Corporation,Small Business Direct Install Program,Electric,Commercial,55622.43,0,0
"St. Lawrence Gas Company, Inc.",Residential Gas HVAC Program,Gas,Residential,5955.4784007,0,0
"St. Lawrence Gas Company, Inc.",Small Commercial HVAC Program,Gas,Commercial,1142.2901469,0,0
The Brooklyn Union Gas Company d/b/a National Grid NY,Commercial Energy Efficiency Program,Gas,Commercial,21946.6759008,1,0
The Brooklyn Union Gas Company d/b/a National Grid NY,Commercial & Industrial Gas Energy Efficiency Program,Gas,Commercial,79861.3170984,1,1
The Brooklyn Union Gas Company d/b/a National Grid NY,Enhanced Home Sealing Incentives Program,Gas,Residential,1170.9142938,0,0
The Brooklyn Union Gas Company d/b/a National Grid NY,Large Industrial Energy Efficiency Program,Gas,Commercial,46105.4177853,1,0
The Brooklyn Union Gas Company d/b/a National Grid NY,Multifamily Energy Efficiency Program,Gas,Multi-Family,25987.6276353,1,1
The Brooklyn Union Gas Company d/b/a National Grid NY,Residential Energy Star Products Program,Gas,Residential,466.3124691,0,0
The Brooklyn Union Gas Company d/b/a National Grid NY,"Residential High Efficiency Heating, Water Heating & Controls Program",Gas,Residential,13120.8699201,0,0
The Brooklyn Union Gas Company d/b/a National Grid NY,Residential HVAC Program,Gas,Residential,31544.7154701,0,0
Central Hudson Gas & Electric Corporation,Home Energy Reporting,Electric,Residential,58377.98,1,1
Central Hudson Gas & Electric Corporation,Home Energy Reporting,Gas,Residential,18332.4868389,1,1
Central Hudson Gas & Electric Corporation,Mid-Size Commercial Business Program,Electric,Commercial,25815.01,0,0
Central Hudson Gas & Electric Corporation,Residential Appliance Recycling Program,Electric,Residential,17326.75,1,0
Central Hudson Gas & Electric Corporation,Residential HVAC Program,Electric,Residential,125.68,1,0
Central Hudson Gas & Electric Corporation,Residential HVAC Program,Electric,Residential,6715.7,1,0
Central Hudson Gas & Electric Corporation,Residential HVAC Program,Gas,Residential,14865.799908,1,0
Central Hudson Gas & Electric Corporation,Small and Mid-Size Commercial Buildings,Electric,Commercial,16.28,0,0
Central Hudson Gas & Electric Corporation,Small and Mid-Size Commercial Buildings,Gas,Commercial,2725.6213368,0,0
Central Hudson Gas & Electric Corporation,Small Business Direct Install Program,Electric,Commercial,73355.61,0,0
"Consolidated Edison Company of New York, Inc.",Appliance Bounty Program,Electric,Residential,17402.2,0,0
"Consolidated Edison Company of New York, Inc.",C&I Custom Efficiency Program,Electric,Commercial,97679.15,1,0
"Consolidated Edison Company of New York, Inc.",C&I Custom Gas Efficiency Program,Gas,Commercial,18972.5810259,1,0
"Consolidated Edison Company of New York, Inc.",C&I Equipment Rebate Program,Electric,Commercial,162996.78,1,0
"Consolidated Edison Company of New York, Inc.",C&I Gas Efficient Equipment Rebate Program,Gas,Commercial,68011.2983421,1,0
"Consolidated Edison Company of New York, Inc.",Multifamily Energy Efficiency Program,Electric,Multi-Family,49005.69,1,1
"Consolidated Edison Company of New York, Inc.",Multifamily Energy Efficiency Program,Gas,Multi-Family,174819.7337409,1,1
"Consolidated Edison Company of New York, Inc.",Multifamily Low-Income Program,Gas,Multi-Family,7998.9031143,1,1
"Consolidated Edison Company of New York, Inc.",Residential Direct Installation Program,Gas,Residential,6.3713418,0,0
"Consolidated Edison Company of New York, Inc.",Residential Direct Installation Program,Electric,Residential,2663.1,0,0
"Consolidated Edison Company of New York, Inc.",Residential Electric Program,Electric,Residential,27904.0,0,0
"Consolidated Edison Company of New York, Inc.",Residential HVAC Program,Electric,Residential,436.49,0,0
"Consolidated Edison Company of New York, Inc.",Residential HVAC Program,Electric,Residential,6443.58,0,0
"Consolidated Edison Company of New York, Inc.",Residential HVAC Program,Gas,Residential,40721.5636275,0,0
"Consolidated Edison Company of New York, Inc.",Residential Room Air Conditioning Program,Electric,Residential,3213.46,0,0
"Consolidated Edison Company of New York, Inc.",Small Business Direct Install Program,Electric,Commercial,397259.02,1,0
Corning Natural Gas Corporation,Residential HVAC Program,Gas,Residential,6121.235862,0,0
Corning Natural Gas Corporation,Small Commercial HVAC Program,Gas,Commercial,278.973333,0,0
KeySpan Gas East Corp. d/b/a National Grid,Commercial Energy Efficiency Program,Gas,Commercial,25570.436628900003,0,0
KeySpan Gas East Corp. d/b/a National Grid,Commercial & Industrial Gas Energy Efficiency Program,Gas,Commercial,80858.4701892,1,1
KeySpan Gas East Corp. d/b/a National Grid,Enhanced Home Sealing Incentives Program,Gas,Residential,1025.188167,1,1
KeySpan Gas East Corp. d/b/a National Grid,Large Industrial Energy Efficiency Program,Gas,Commercial,19960.851165,0,0
KeySpan Gas East Corp. d/b/a National Grid,Multifamily Energy Efficiency Program,Gas,Multi-Family,4201.4280744,1,1
KeySpan Gas East Corp. d/b/a National Grid,Residential Energy Star Products Program,Gas,Residential,699.3763866,1,1
KeySpan Gas East Corp. d/b/a National Grid,"Residential High Efficiency Heating, Water Heating & Controls Program",Gas,Residential,28785.552271800003,1,0
KeySpan Gas East Corp. d/b/a National Grid,Residential HVAC Program,Gas,Residential,61804.565169,1,0
National Fuel Gas Distribution Corporation,Low-Income Usage Reduction Program (EmPower),Gas,Residential,33239.0850216,1,1
National Fuel Gas Distribution Corporation,Residential Rebate Program,Electric,Residential,5089.8,1,1
National Fuel Gas Distribution Corporation,Residential Rebate Program,Gas,Residential,241357.1127162,1,1
National Fuel Gas Distribution Corporation,Small Non-Residential Rebate (Existing Facilities),Gas,Commercial,23504.7151497,1,1
New York State Electric & Gas Corporation,Block Bidding Program,Electric,Commercial,6958.39,0,0
New York State Electric & Gas Corporation,C&I Custom Rebate Program,Electric,Commercial,8003.14,0,0
New York State Electric & Gas Corporation,C&I Custom Rebate Program,Gas,Commercial,833.0192373,0,0
New York State Electric & Gas Corporation,C&I Electric Program,Electric,Commercial,40844.48,0,0
New York State Electric & Gas Corporation,C&I Gas Program,Gas,Commercial,8054.9527518,0,0
New York State Electric & Gas Corporation,C&I Prescriptive Rebate Program,Electric,Commercial,2953.32,0,0
New York State Electric & Gas Corporation,C&I Prescriptive Rebate Program,Gas,Commercial,4579.0253238,0,0
New York State Electric & Gas Corporation,Energy Saver Program,Electric,Residential,731.7,0,0
New York State Electric & Gas Corporation,Multifamily Program,Electric,Multi-Family,11612.85,1,1
New York State Electric & Gas Corporation,Refrigerator and Freezer Recycling Program,Electric,Residential,45545.43,0,0
New York State Electric & Gas Corporation,Residential HVAC Program,Electric,Residential,4666.57,0,0
New York State Electric & Gas Corporation,Residential HVAC Program,Gas,Residential,129098.8912017,0,0
New York State Electric & Gas Corporation,Small Business Direct Install Program,Electric,Commercial,113650.7,0,0
New York State Energy Research and Development Authority,Agricultural Disaster Program,Gas,Commercial,1545.65118,0,0
New York State Energy Research and Development Authority,Agricultural Disaster Program,Electric,Commercial,1532.86,0,0
New York State Energy Research and Development Authority,Agricultural Energy Efficiency,Electric,Commercial,15694.3,0,0
New York State Energy Research and Development Authority,Agricultural Energy Efficiency,Gas,Commercial,4789.3264944,0,0
New York State Energy Research and Development Authority,Assisted Home Performance with Energy Star,Electric,Residential,474.01,0,0
New York State Energy Research and Development Authority,Assisted Home Performance with Energy Star,Electric,Residential,1853.66,0,0
New York State Energy Research and Development Authority,Assisted Home Performance with Energy Star,Gas,Residential,51126.7091847,0,0
New York State Energy Research and Development Authority,New York Energy Star Homes,Electric,Residential,2826.65,0,0
New York State Energy Research and Development Authority,New York Energy Star Homes,Gas,Residential,11043.4461558,0,0
New York State Energy Research and Development Authority,CFL Expansion Program,Electric,Residential,989833.97,1,0
New York State Energy Research and Development Authority,Elec. Reduction in Master-Metered Multifamily Bldgs,Electric,Multi-Family,1219.71,0,0
New York State Energy Research and Development Authority,EmPower New York Program,Electric,Residential,30.32,0,0
New York State Energy Research and Development Authority,EmPower New York Program,Gas,Residential,129440.1184641,0,0
New York State Energy Research and Development Authority,EmPower New York Program,Electric,Residential,48770.63,0,0
New York State Energy Research and Development Authority,Existing Facilities Program,Electric,Commercial,17.46,0,0
New York State Energy Research and Development Authority,Existing Facilities Program,Gas,Commercial,715.0673544,0,0
New York State Energy Research and Development Authority,Existing Facilities Program,Electric,Commercial,369787.67,0,0
New York State Energy Research and Development Authority,Existing Facilities Program,Gas,Commercial,60456.9589722,0,0
New York State Energy Research and Development Authority,FlexTech Expansion Program,Electric,Commercial,348561.37,0,0
New York State Energy Research and Development Authority,Flex Tech Program,Electric,Commercial,1543.46,0,0
New York State Energy Research and Development Authority,Flex Tech Program,Gas,Commercial,64405.0456158,0,0
New York State Energy Research and Development Authority,Home Performance with Energy Star,Electric,Residential,662.03,0,0
New York State Energy Research and Development Authority,Home Performance with Energy Star,Electric,Residential,3010.27,0,0
New York State Energy Research and Development Authority,Home Performance with Energy Star,Gas,Residential,90085.7762085,0,0
New York State Energy Research and Development Authority,Industrial & Process Efficiency Program,Electric,Commercial,558844.33,1,0
New York State Energy Research and Development Authority,Industrial & Process Efficiency Program,Gas,Commercial,551251.7954349,1,0
New York State Energy Research and Development Authority,Low-Income Multifamily Performance Program,Electric,Multi-Family,615.92,1,1
New York State Energy Research and Development Authority,Low-Income Multifamily Performance Program,Electric,Multi-Family,20733.52,1,1
New York State Energy Research and Development Authority,Low-Income Multifamily Performance Program,Gas,Multi-Family,74711.2888401,1,1
New York State Energy Research and Development Authority,Multifamily Performance Program,Gas,Multi-Family,5391.6615426,0,0
New York State Energy Research and Development Authority,Multifamily Performance Program,Electric,Multi-Family,7998.68,0,0
New York State Energy Research and Development Authority,Multifamily Performance Program,Gas,Multi-Family,44795.9634411,0,0
New York State Energy Research and Development Authority,New Construction Program,Gas,Commercial,74627.29497809999,1,0
New York State Energy Research and Development Authority,New Construction Program,Electric,Commercial,133891.32,1,0
New York State Energy Research and Development Authority,New Construction Program,Gas,Commercial,36302.7362271,1,0
New York State Energy Research and Development Authority,New York Energy Star Homes,Gas,Residential,102745.242582,0,0
New York State Energy Research and Development Authority,New York Energy Star Homes,Electric,Residential,10826.67,0,0
Niagara Mohawk Power Corporation,Commercial High-Eff. Heating and Water Heating,Gas,Commercial,10255.1581926,1,1
Niagara Mohawk Power Corporation,Commercial & Industrial Gas Energy Efficiency Program,Gas,Commercial,97419.5481657,1,1
Niagara Mohawk Power Corporation,Energy Initiative - Commercial & Industrial Electric Program,Electric,Commercial,232515.63,1,1
Niagara Mohawk Power Corporation,Energy Initiative Program - Large Industrial,Electric,Commercial,43778.41,1,1
Niagara Mohawk Power Corporation,Energy Initiative Program - Large Industrial,Gas,Commercial,17747.047276200003,1,1
Niagara Mohawk Power Corporation,Energy Initiative Program - Mid-Size C&I,Electric,Commercial,108660.32,1,1
Niagara Mohawk Power Corporation,Energy Initiative Program - Mid-Size C&I,Gas,Commercial,17392.9806171,1,1
Niagara Mohawk Power Corporation,Energy Wise Program,Electric,Multi-Family,27581.93,1,1
Niagara Mohawk Power Corporation,Energy Wise Program,Gas,Multi-Family,32900.2785174,1,1
Niagara Mohawk Power Corporation,Enhanced Home Sealing Incentives Program,Electric,Residential,108.33,1,1
Niagara Mohawk Power Corporation,Enhanced Home Sealing Incentives Program,Gas,Residential,2349.5099523,1,1
Niagara Mohawk Power Corporation,Residential Building Practices and Demonstration,Electric,Residential,69510.65,1,1
Niagara Mohawk Power Corporation,Residential Building Practices and Demonstration,Gas,Residential,164183.353023,1,1
Niagara Mohawk Power Corporation,Residential Energy Star Products and Recycling,Electric,Residential,48178.81,1,1
Niagara Mohawk Power Corporation,Residential Energy Star Products Program,Gas,Residential,2315.2998912,1,1
Niagara Mohawk Power Corporation,"Residential High Efficiency Heating, Water Heating & Controls Program",Gas,Residential,86388.6512673,1,1
Niagara Mohawk Power Corporation,Residential HVAC Program,Electric,Residential,1345.25,1,1
Niagara Mohawk Power Corporation,Residential HVAC Program,Gas,Residential,214424.0002311,1,1
Niagara Mohawk Power Corporation,Small Business Direct Install Program,Electric,Commercial,527885.01,1,1
"Orange and Rockland Utilities, Inc.",Commercial Existing Buildings Program,Electric,Commercial,19963.65,1,0
